CAMIS,DBA,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,INSPECTION TYPE,INSPECTION DATE,ACTION,SCORE,GRADE,GRADE DATE,Count
50032827,THE RIBBON,20,W 72ND ST,10023,American ,Cycle Inspection / Initial Inspection,9/8/2015 0:00,Violations were cited in the following area(s).,23,Not Yet Graded,,4
50032842,RETRO FITNESS,1,NEW YORK PLZ,10004,"Juice, Smoothies, Fruit Salads",Cycle Inspection / Initial Inspection,10/14/2015 0:00,Violations were cited in the following area(s).,24,,,4
50032842,RETRO FITNESS,1,NEW YORK PLZ,10004,"Juice, Smoothies, Fruit Salads",Administrative Miscellaneous / Initial Inspection,10/14/2015 0:00,Violations were cited in the following area(s).,,,,1
50032857,FALAFEL EXPRESS II,1406,MADISON AVE,10029,Middle Eastern,Cycle Inspection / Initial Inspection,10/7/2015 0:00,Violations were cited in the following area(s).,10,A,10/7/2015,2
50033044,AMICI 36,519,8TH AVE,10018,Delicatessen,Cycle Inspection / Re-inspection,9/17/2015 0:00,Violations were cited in the following area(s).,37,Z,9/17/2015,7
50033104,HILLTOP PERK DELI,83,HAVEN AVE,10032,American ,Pre-permit (Operational) / Re-inspection,9/16/2015 0:00,Violations were cited in the following area(s).,12,A,9/16/2015,2
50033167,LA VILLETTA,398,E 52ND ST,10022,Italian,Cycle Inspection / Initial Inspection,9/8/2015 0:00,Violations were cited in the following area(s).,27,,,5
50033168,SACCO & VANZETTI BISTRO,322,SPRING ST,10013,Italian,Cycle Inspection / Re-inspection,10/5/2015 0:00,Violations were cited in the following area(s).,11,A,10/5/2015,2
50033168,SACCO & VANZETTI BISTRO,322,SPRING ST,10013,Italian,Cycle Inspection / Initial Inspection,9/17/2015 0:00,Violations were cited in the following area(s).,29,,,3
50033168,SACCO & VANZETTI BISTRO,322,SPRING ST,10013,Italian,Smoke-Free Air Act / Initial Inspection,9/17/2015 0:00,Violations were cited in the following area(s).,,,,1
50033181,BEST FUZHOU RESTAURANT,71A,ELDRIDGE ST,10002,Chinese,Cycle Inspection / Initial Inspection,10/6/2015 0:00,Violations were cited in the following area(s).,12,A,10/6/2015,2
50033183,GEISHA/SING LUCK GARDEN,3470,BROADWAY,10031,Asian,Cycle Inspection / Initial Inspection,10/13/2015 0:00,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,70,,,8
50033339,BITE Of HONG KONG,81,CHRYSTIE ST,10002,Chinese,Cycle Inspection / Re-inspection,10/6/2015 0:00,Violations were cited in the following area(s).,3,A,10/6/2015,1
50033339,BITE Of HONG KONG,81,CHRYSTIE ST,10002,Chinese,Cycle Inspection / Initial Inspection,9/22/2015 0:00,Violations were cited in the following area(s).,19,,,4
50033497,SARAH'S ARTISANAL KITCHEN,270,MADISON AVE,10016,American ,Cycle Inspection / Re-inspection,10/13/2015 0:00,Violations were cited in the following area(s).,24,Z,10/13/2015,4
50033699,ANGEL OF HARLEM,2272,FREDERICK DOUGLASS BLVD,10027,Caribbean,Pre-permit (Operational) / Initial Inspection,10/6/2015 0:00,Violations were cited in the following area(s).,20,Not Yet Graded,,4
50033699,ANGEL OF HARLEM,2272,FREDERICK DOUGLASS BLVD,10027,Caribbean,Smoke-Free Air Act / Initial Inspection,10/6/2015 0:00,Violations were cited in the following area(s).,,,,1
50033699,ANGEL OF HARLEM,2272,FREDERICK DOUGLASS BLVD,10027,Caribbean,Trans Fat / Initial Inspection,10/6/2015 0:00,Violations were cited in the following area(s).,,,,1
50033731,HARLEY DAVIDSON OF NEW YORK CITY,378,BROADWAY,10013,CafÃ©/Coffee/Tea,Cycle Inspection / Initial Inspection,9/22/2015 0:00,Violations were cited in the following area(s).,4,A,9/22/2015,2
50033731,HARLEY DAVIDSON OF NEW YORK CITY,378,BROADWAY,10013,Café/Coffee/Tea,Administrative Miscellaneous / Initial Inspection,9/22/2015 0:00,Violations were cited in the following area(s).,,,,2
50033734,HONG KONG NOODLES,174,LEXINGTON AVE,10016,Chinese/Japanese,Cycle Inspection / Re-inspection,9/29/2015 0:00,Violations were cited in the following area(s).,24,Z,9/29/2015,5
50033734,HONG KONG NOODLES,174,LEXINGTON AVE,10016,Chinese/Japanese,Cycle Inspection / Reopening Inspection,9/11/2015 0:00,Establishment re-opened by DOHMH,3,P,9/11/2015,1
50033734,HONG KONG NOODLES,174,LEXINGTON AVE,10016,Chinese/Japanese,Cycle Inspection / Initial Inspection,9/8/2015 0:00,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,40,,,4
50033766,AVI - HUNTER COLLEGE,2180,3RD AVE,10035,Sandwiches,Cycle Inspection / Re-inspection,9/15/2015 0:00,Violations were cited in the following area(s).,12,A,9/15/2015,2
50033767,FEAST ON US,645,HUDSON ST,10014,American ,Cycle Inspection / Re-inspection,10/1/2015 0:00,Violations were cited in the following area(s).,7,A,10/1/2015,2
50033767,FEAST ON US,645,HUDSON ST,10014,American ,Cycle Inspection / Reopening Inspection,9/14/2015 0:00,Establishment re-opened by DOHMH,5,P,9/14/2015,1
50033767,FEAST ON US,645,HUDSON ST,10014,American ,Cycle Inspection / Initial Inspection,9/9/2015 0:00,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,57,,,8
50033773,HUANG'S GARDEN,1834,2ND AVE,10128,Chinese,Pre-permit (Operational) / Re-inspection,10/9/2015 0:00,Violations were cited in the following area(s).,19,Z,10/9/2015,3
50033773,HUANG'S GARDEN,1834,2ND AVE,10128,Chinese,Pre-permit (Operational) / Initial Inspection,9/24/2015 0:00,Violations were cited in the following area(s).,44,,,4
50033948,LUCKY STARS BAKERY,280,GRAND ST,10002,Chinese,Cycle Inspection / Re-inspection,9/15/2015 0:00,Violations were cited in the following area(s).,21,Z,9/15/2015,5
50033948,LUCKY STARS BAKERY,280,GRAND ST,10002,Chinese,Cycle Inspection / Reopening Inspection,9/1/2015 0:00,Establishment re-opened by DOHMH,7,P,9/1/2015,2
50033988,2 HARLEM BROS PIZZA,346,W 145TH ST,10039,Pizza,Cycle Inspection / Initial Inspection,9/17/2015 0:00,Violations were cited in the following area(s).,10,A,9/17/2015,2
50034098,JG Mellon,89,MACDOUGAL ST,10012,American ,Cycle Inspection / Initial Inspection,10/8/2015 0:00,Violations were cited in the following area(s).,16,Not Yet Graded,,2
50034157,NANA SUSHI,511,3RD AVE,10016,Asian,Cycle Inspection / Re-inspection,9/21/2015 0:00,Violations were cited in the following area(s).,9,A,9/21/2015,3
50034271,FIKA,380,LEXINGTON AVE,10168,CafÃ©/Coffee/Tea,Cycle Inspection / Re-inspection,10/15/2015 0:00,Violations were cited in the following area(s).,7,A,10/15/2015,2
50034271,FIKA,380,LEXINGTON AVE,10168,Café/Coffee/Tea,Cycle Inspection / Initial Inspection,9/22/2015 0:00,Violations were cited in the following area(s).,19,,,3
50034285,LE DISTRICT,225,LIBERTY ST,10281,French,Cycle Inspection / Initial Inspection,10/14/2015 0:00,Violations were cited in the following area(s).,62,,,7
50034366,CARLETON LOUNGE,500,W 120TH ST,10027,American ,Cycle Inspection / Initial Inspection,10/15/2015 0:00,Violations were cited in the following area(s).,4,A,10/15/2015,2
50034490,AKBAR PALACE,47,W 55TH ST,10019,Indian,Smoke-Free Air Act / Initial Inspection,9/16/2015 0:00,Violations were cited in the following area(s).,,,,2
50034490,AKBAR PALACE,47,W 55TH ST,10019,Indian,Administrative Miscellaneous / Second Compliance Inspection,9/16/2015 0:00,Violations were cited in the following area(s).,,,,1
50034555,DUMPLINGS GO,516,HUDSON ST,10014,Asian,Pre-permit (Operational) / Re-inspection,9/8/2015 0:00,Violations were cited in the following area(s).,7,A,9/8/2015,2
50034739,Ellington In The Park,W105,HUDSON BEACH,10025,American ,Pre-permit (Operational) / Second Compliance Inspection,9/2/2015 0:00,Violations were cited in the following area(s).,16,,,3
50034910,DEWEY'S PUB,135,W 30TH ST,10001,American ,Cycle Inspection / Initial Inspection,9/28/2015 0:00,Violations were cited in the following area(s).,7,A,9/28/2015,2
50035053,BOB'S YOUR UNCLE,929,COLUMBUS AVE,10025,"Bottled beverages, including water, sodas, juices, etc.",Pre-permit (Operational) / Initial Inspection,9/1/2015 0:00,Violations were cited in the following area(s).,11,A,9/1/2015,3
50035200,KORALI ESTIATORIO,1662,3RD AVE,10128,Greek,Pre-permit (Operational) / Re-inspection,9/29/2015 0:00,Violations were cited in the following area(s).,12,A,9/29/2015,2
50035353,LA PECORA BIANCA,1133,BROADWAY,10010,Italian,Pre-permit (Operational) / Initial Inspection,9/3/2015 0:00,Violations were cited in the following area(s).,7,A,9/3/2015,2
50035353,LA PECORA BIANCA,1133,BROADWAY,10010,Italian,Smoke-Free Air Act / Initial Inspection,9/3/2015 0:00,Violations were cited in the following area(s).,,,,2
50035353,LA PECORA BIANCA,1133,BROADWAY,10010,Italian,Administrative Miscellaneous / Initial Inspection,9/3/2015 0:00,Violations were cited in the following area(s).,,,,1
50035550,LA SHUK,1569,LEXINGTON AVE,10029,Mediterranean,Pre-permit (Operational) / Re-inspection,10/8/2015 0:00,Violations were cited in the following area(s).,13,A,10/8/2015,3
50035651,OTTO'S TACOS,705,9TH AVE,10019,Mexican,Pre-permit (Operational) / Initial Inspection,9/16/2015 0:00,Violations were cited in the following area(s).,10,A,9/16/2015,2
50035686,TOBY'S ESTATE COFFEE,230,PARK AVE,10169,Café/Coffee/Tea,Pre-permit (Non-operational) / Initial Inspection,9/9/2015 0:00,Violations were cited in the following area(s).,10,Not Yet Graded,,2
50035691,UNCLE SAM'S,307,5TH AVE,10016,Hamburgers,Cycle Inspection / Re-inspection,9/1/2015 0:00,Violations were cited in the following area(s).,7,A,9/1/2015,2
50035710,LES ENSANTS DE BOHEME,173,HENRY ST,10002,French,Cycle Inspection / Initial Inspection,10/2/2015 0:00,Violations were cited in the following area(s).,12,A,10/2/2015,2
50035739,BEC,148,8TH AVE,10011,American ,Trans Fat / Re-inspection,10/7/2015 0:00,No violations were recorded at the time of this inspection.,,,,1
50035795,FIKA,10,PARK AVE,10016,CafÃ©/Coffee/Tea,Cycle Inspection / Re-inspection,9/16/2015 0:00,Violations were cited in the following area(s).,10,A,9/16/2015,2
50036123,RITCHIE'S BURGER JOINT,2665,BROADWAY,10025,Hamburgers,Pre-permit (Operational) / Initial Inspection,9/1/2015 0:00,Violations were cited in the following area(s).,9,A,9/1/2015,2
50036146,DOMODOMO,138,W HOUSTON ST,10012,Japanese,Cycle Inspection / Initial Inspection,10/8/2015 0:00,Violations were cited in the following area(s).,15,Not Yet Graded,,2
50036254,THINK COFFEE,620,W 42ND ST,10036,CafÃ©/Coffee/Tea,Cycle Inspection / Initial Inspection,9/11/2015 0:00,Violations were cited in the following area(s).,9,A,9/11/2015,2
50036265,DUMPLINGGO,350,3RD AVE,10010,Asian,Pre-permit (Operational) / Initial Inspection,9/29/2015 0:00,Violations were cited in the following area(s).,19,Not Yet Graded,,4
50036265,DUMPLINGGO,350,3RD AVE,10010,Asian,Administrative Miscellaneous / Initial Inspection,9/29/2015 0:00,Violations were cited in the following area(s).,,,,1
50036335,JUICE GENERATION,101,MAIDEN LN,10038,"Juice, Smoothies, Fruit Salads",Cycle Inspection / Initial Inspection,9/16/2015 0:00,Violations were cited in the following area(s).,4,A,9/16/2015,2
50036584,BAR GOTO,245,ELDRIDGE ST,10002,Japanese,Cycle Inspection / Initial Inspection,10/13/2015 0:00,Violations were cited in the following area(s).,21,Not Yet Graded,,4
50036584,BAR GOTO,245,ELDRIDGE ST,10002,Japanese,Smoke-Free Air Act / Initial Inspection,10/13/2015 0:00,Violations were cited in the following area(s).,,,,1
50036589,GEORGE'S PIZZA,726,W 181ST ST,10033,Pizza,Pre-permit (Operational) / Initial Inspection,10/6/2015 0:00,Violations were cited in the following area(s).,43,Not Yet Graded,,4
50036650,MACCHINA,2758,BROADWAY,10025,Italian,Pre-permit (Operational) / Re-inspection,9/11/2015 0:00,Violations were cited in the following area(s).,23,Z,9/11/2015,4
50036665,SUSHI STAR,462,9TH AVE,10018,Asian,Pre-permit (Operational) / Re-inspection,10/5/2015 0:00,Violations were cited in the following area(s).,8,A,10/5/2015,2
50036790,RAMEN ZUNDO-YA,84,E 10TH ST,10003,Japanese,Pre-permit (Non-operational) / Initial Inspection,9/30/2015 0:00,No violations were recorded at the time of this inspection.,0,Not Yet Graded,,1
50036864,PRESTO FRESH CAFE,559,LENOX AVE,10037,Sandwiches/Salads/Mixed Buffet,Cycle Inspection / Initial Inspection,9/24/2015 0:00,Violations were cited in the following area(s).,27,Not Yet Graded,,5
50036898,SUSHI SUSHI,126,MACDOUGAL ST,10012,Japanese,Cycle Inspection / Re-inspection,9/3/2015 0:00,Violations were cited in the following area(s).,7,A,9/3/2015,1
50036924,ABUMI SUSHI,207,E 26TH ST,10010,Japanese,Pre-permit (Operational) / Compliance Inspection,9/2/2015 0:00,Violations were cited in the following area(s).,19,,,4
50036944,AMBER,103,W 70TH ST,10023,Asian,Pre-permit (Operational) / Initial Inspection,9/17/2015 0:00,Violations were cited in the following area(s).,23,Not Yet Graded,,4
50037002,BANGKOK HEIGHTS,812,W 181ST ST,10033,Thai,Pre-permit (Operational) / Re-inspection,9/23/2015 0:00,Violations were cited in the following area(s).,12,A,9/23/2015,2
50037002,BANGKOK HEIGHTS,812,W 181ST ST,10033,Thai,Pre-permit (Operational) / Initial Inspection,9/8/2015 0:00,Violations were cited in the following area(s).,33,,,6
50037055,TAXI MEDITERRANEAN,691,10TH AVE,10036,Mediterranean,Pre-permit (Operational) / Re-inspection,9/2/2015 0:00,Violations were cited in the following area(s).,11,A,9/2/2015,3
50037075,GREEN BAY SUSHI,1659,1ST AVE,10028,Japanese,Pre-permit (Operational) / Re-inspection,9/15/2015 0:00,Violations were cited in the following area(s).,9,A,9/15/2015,2
50037094,AMATA,209,E 56TH ST,10022,Italian,Pre-permit (Operational) / Re-inspection,9/17/2015 0:00,Violations were cited in the following area(s).,10,A,9/17/2015,2
50037096,PANETTE,310,W 14TH ST,10014,Italian,Pre-permit (Operational) / Re-inspection,9/25/2015 0:00,Violations were cited in the following area(s).,32,Z,9/25/2015,5
50037121,LA BALA FISH MARKET,3668,BROADWAY,10031,Spanish,Pre-permit (Operational) / Re-inspection,10/13/2015 0:00,Violations were cited in the following area(s).,58,Z,10/13/2015,6
50037121,LA BALA FISH MARKET,3668,BROADWAY,10031,Spanish,Smoke-Free Air Act / Re-inspection,10/13/2015 0:00,Violations were cited in the following area(s).,,,,1
50037121,LA BALA FISH MARKET,3668,BROADWAY,10031,Spanish,Pre-permit (Operational) / Initial Inspection,9/30/2015 0:00,Violations were cited in the following area(s).,73,,,7
50037129,STOP 809,537,W 207TH ST,10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Cycle Inspection / Initial Inspection,9/23/2015 0:00,Violations were cited in the following area(s).,31,Not Yet Graded,,5
50037132,WALDORF ASTORIA NYC-SIR HARRY'S,301,PARK AVE,10022,Other,Pre-permit (Operational) / Re-inspection,9/3/2015 0:00,Violations were cited in the following area(s).,20,Z,9/3/2015,4
50037137,FUNNY BBQ,98        ,BOWERY                                                                                              ,10013,Asian,Pre-permit (Operational) / Initial Inspection,10/15/2015 0:00,Violations were cited in the following area(s).,37,Not Yet Graded,,7
50037152,PAPA JOHN'S PIZZA,703,LENOX AVE,10039,Pizza,Pre-permit (Operational) / Initial Inspection,9/17/2015 0:00,Violations were cited in the following area(s).,20,Not Yet Graded,,2
50037301,EL ANCLA PUERTO PLATA,142,NAGLE AVE,10040,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Pre-permit (Operational) / Re-inspection,10/14/2015 0:00,Violations were cited in the following area(s).,2,A,10/14/2015,1
50037313,DON COQUI,186,DYCKMAN ST,10040,Spanish,Pre-permit (Operational) / Re-inspection,9/21/2015 0:00,Violations were cited in the following area(s).,26,Z,9/21/2015,4
50037346,BY SUZETTE,494,8TH AVE,10001,French,Cycle Inspection / Re-inspection,9/28/2015 0:00,Violations were cited in the following area(s).,19,Z,9/28/2015,3
50037346,BY SUZETTE,494,8TH AVE,10001,French,Cycle Inspection / Initial Inspection,9/15/2015 0:00,Violations were cited in the following area(s).,30,,,5
50037412,ROBERTA'S PIZZA,230,PARK AVE,10169,Pizza,Pre-permit (Non-operational) / Re-inspection,9/15/2015 0:00,No violations were recorded at the time of this inspection.,0,Not Yet Graded,,1
50037412,ROBERTA'S PIZZA,230,PARK AVE,10169,Pizza,Pre-permit (Non-operational) / Initial Inspection,9/9/2015 0:00,Violations were cited in the following area(s).,28,,,1
50037442,WEST END HALL BEER GARDEN,2756      ,BROADWAY                                                                                            ,10025,American ,Pre-permit (Operational) / Re-inspection,9/21/2015 0:00,Violations were cited in the following area(s).,13,A,9/21/2015,2
50037443,SUSHI REN,1584,2ND AVE,10028,Japanese,Pre-permit (Operational) / Re-inspection,9/8/2015 0:00,Violations were cited in the following area(s).,10,A,9/8/2015,2
50037447,Uptown Roasters Cafe,135,E 110TH ST,10029,CafÃ©/Coffee/Tea,Cycle Inspection / Re-inspection,10/8/2015 0:00,Violations were cited in the following area(s).,5,A,10/8/2015,1
50037447,Uptown Roasters Cafe,135,E 110TH ST,10029,Café/Coffee/Tea,Cycle Inspection / Initial Inspection,9/10/2015 0:00,Violations were cited in the following area(s).,21,,,4
50037474,FIKA,1331,LEXINGTON AVE,10128,CafÃ©/Coffee/Tea,Cycle Inspection / Initial Inspection,10/9/2015 0:00,Violations were cited in the following area(s).,8,A,10/9/2015,2
50037541,SIPS & BITES,230,PARK AVE,10169,Sandwiches/Salads/Mixed Buffet,Pre-permit (Non-operational) / Initial Inspection,9/9/2015 0:00,Violations were cited in the following area(s).,12,Not Yet Graded,,3
50037552,EL FOGON DE ABUELA,2440,AMSTERDAM AVE,10033,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Pre-permit (Operational) / Compliance Inspection,9/23/2015 0:00,Violations were cited in the following area(s).,15,,,3
50037552,EL FOGON DE ABUELA,2440,AMSTERDAM AVE,10033,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Pre-permit (Operational) / Re-inspection,9/9/2015 0:00,Violations were cited in the following area(s).,37,Z,9/9/2015,6
50037559,KING'S WOK RESTAURANT,3575A,BROADWAY,10031,Chinese,Pre-permit (Operational) / Re-inspection,9/16/2015 0:00,Violations were cited in the following area(s).,12,A,9/16/2015,3
50037583,SID GOLD'S REQUEST ROOM,165,W 26TH ST,10001,American ,Pre-permit (Operational) / Re-inspection,9/1/2015 0:00,Violations were cited in the following area(s).,20,Z,9/1/2015,3
